,CRIME_TYPE,HUNDRED_BLOCK,MONTH,YEAR
4733,Shoplifting,14800 108TH AVE     ,3,2014
4734,Shoplifting,10100 KING GEORGE BLVD    ,3,2014
4735,Break and Enter - Residence,800 165TH ST     ,3,2014
4736,Theft from Motor Vehicle,1600 134TH ST     ,3,2014
4737,Break and Enter - Business,10700 139TH ST     ,3,2014
4738,Theft from Motor Vehicle,8500 164TH ST     ,3,2014
4739,Theft from Motor Vehicle,15400 ROSEMARY HEIGHTS CRES    ,3,2014
4740,Break and Enter - Business,13700 76TH AVE     ,3,2014
4741,Theft of Motor Vehicle,14600 WINTER CRES     ,3,2014
4742,Theft from Motor Vehicle,14800 57B AVE     ,3,2014
4743,Theft of Motor Vehicle,6200 137B ST     ,3,2014
4744,Theft from Motor Vehicle,6400 189A ST     ,3,2014
4745,Theft from Motor Vehicle,8400 171ST ST     ,3,2014
4746,Theft of Motor Vehicle,9700 153A ST     ,3,2014
4747,Theft from Motor Vehicle,15300 GUILDFORD DR     ,3,2014
4748,Theft from Motor Vehicle,17700 58A AVE     ,3,2014
4749,Theft from Motor Vehicle,15700 34TH AVE     ,3,2014
4750,Break and Enter - Business,17600 66A AVE     ,3,2014
4751,Theft from Motor Vehicle,12000 BOUNDARY DR S    ,3,2014
4752,Theft from Motor Vehicle,6500 124A ST     ,3,2014
4753,Theft from Motor Vehicle,6700 192ND ST     ,3,2014
4754,Theft from Motor Vehicle,14600 86A AVE     ,3,2014
4755,Theft of Motor Vehicle,5000 125A ST     ,3,2014
4756,Break and Enter - Residence,6200 PARKTREE CRT     ,3,2014
4757,Theft from Motor Vehicle,6200 PARKTREE CRT     ,3,2014
4758,Theft from Motor Vehicle,6400 152ND ST     ,3,2014
4759,Break and Enter - Residence,7400 138TH ST     ,3,2014
4760,Theft from Motor Vehicle,15300 68TH AVE     ,3,2014
4761,Theft from Motor Vehicle,1600 MARTIN DR     ,3,2014
4762,Theft of Motor Vehicle,7400 HURDLE CRES     ,3,2014
4763,Theft from Motor Vehicle,15900 86A AVE     ,3,2014
4764,Theft from Motor Vehicle,16200 14TH AVE     ,3,2014
4765,Theft of Motor Vehicle,6400 194TH ST     ,3,2014
4766,Theft from Motor Vehicle,5800 139TH ST     ,3,2014
4767,Shoplifting,12700 110TH AVE     ,3,2014
4768,Theft from Motor Vehicle,13100 78A AVE     ,3,2014
4769,Break and Enter - Residence,15900 82ND AVE     ,3,2014
4770,Theft from Motor Vehicle,12200 BOUNDARY DR N    ,3,2014
4771,Theft from Motor Vehicle,13600 80TH AVE     ,3,2014
4772,Theft from Motor Vehicle,8100 121A ST     ,3,2014
4773,Theft from Motor Vehicle,10300 152ND ST     ,3,2014
4774,Theft from Motor Vehicle,16700 64TH AVE     ,3,2014
4775,Theft from Motor Vehicle,12300 73RD AVE     ,3,2014
4776,Break and Enter - Business,13400 102ND AVE     ,3,2014
4777,Theft from Motor Vehicle,14900 67A AVE     ,3,2014
4778,Shoplifting,15300 24TH AVE     ,3,2014
4779,Theft from Motor Vehicle,2400 161A ST     ,3,2014
4780,Shoplifting,14600 104TH AVE     ,3,2014
4781,Theft from Motor Vehicle,15100 81ST AVE     ,3,2014
4782,Theft from Motor Vehicle,17400 57TH AVE     ,3,2014
4783,Theft from Motor Vehicle,14200 18A AVE     ,3,2014
4784,Shoplifting,7300 KING GEORGE BLVD    ,3,2014
4785,Theft from Motor Vehicle,8100 128TH ST     ,3,2014
4786,Theft from Motor Vehicle,12500 82ND AVE     ,3,2014
4787,Theft from Motor Vehicle,14300 65TH AVE     ,3,2014
4788,Theft of Motor Vehicle,9000 141A ST     ,3,2014
4789,Theft from Motor Vehicle,900 164A ST     ,3,2014
4790,Break and Enter - Residence,13500 80TH AVE     ,3,2014
4791,Break and Enter - Residence,14700 58TH AVE     ,3,2014
4792,Theft from Motor Vehicle,12500 66A AVE     ,3,2014
4793,Theft from Motor Vehicle,13000 19TH AVE     ,3,2014
4794,Break and Enter - Business,13800 102ND AVE     ,3,2014
4795,Theft from Motor Vehicle,5700 133A ST     ,3,2014
4796,Theft of Motor Vehicle,14800 75A AVE     ,3,2014
4797,Theft from Motor Vehicle,15800 MCBETH RD     ,3,2014
4798,Theft from Motor Vehicle,17900 20TH AVE     ,3,2014
4799,Theft from Motor Vehicle,12300 BOUNDARY DR N    ,3,2014
4800,Break and Enter - Residence,3000 SEMIAHMOO TR     ,3,2014
4801,Theft of Motor Vehicle,9300 152ND ST     ,3,2014
4802,Shoplifting,10100 KING GEORGE BLVD    ,3,2014
4803,Theft from Motor Vehicle,15700 97A AVE     ,3,2014
4804,Theft from Motor Vehicle,7800 168A ST     ,3,2014
4805,Theft of Motor Vehicle,9000 141B ST     ,3,2014
4806,Break and Enter - Residence,15100 29A AVE     ,3,2014
4807,Theft from Motor Vehicle,19400 96TH AVE     ,3,2014
4808,Theft of Motor Vehicle,9000 147A ST     ,3,2014
4809,Theft from Motor Vehicle,7700 146A ST     ,3,2014
4810,Theft from Motor Vehicle,8600 143A ST     ,3,2014
4811,Theft from Motor Vehicle,2000 CUMBRIA DR     ,3,2014
4812,Theft from Motor Vehicle,8100 130TH ST     ,3,2014
4813,Shoplifting,10300 KING GEORGE BLVD    ,3,2014
4814,Theft from Motor Vehicle,12300 92A AVE     ,3,2014
4815,Theft from Motor Vehicle,3100 MCBRIDE AVE     ,3,2014
4816,Break and Enter - Business,11100 128TH ST     ,3,2014
4817,Theft from Motor Vehicle,19200 LANGLEY BPS     ,3,2014
4818,Theft from Motor Vehicle,7900 126A ST     ,3,2014
4819,Theft from Motor Vehicle,15100 82ND AVE     ,3,2014
4820,Theft from Motor Vehicle,6700 122ND ST     ,3,2014
4821,Theft from Motor Vehicle,13400 87A AVE     ,3,2014
4822,Break and Enter - Business,19500 TELEGRAPH TR     ,3,2014
4823,Break and Enter - Business,10200 KING GEORGE BLVD    ,3,2014
4824,Theft of Motor Vehicle,15000 86B AVE     ,3,2014
4825,Theft from Motor Vehicle,16500 86TH AVE     ,3,2014
4826,Break and Enter - Business,17700 57TH AVE     ,3,2014
4827,Shoplifting,10300 KING GEORGE BLVD    ,3,2014
4828,Theft from Motor Vehicle,13200 OLD YALE RD    ,3,2014
4829,Theft of Motor Vehicle,7400 146TH ST     ,3,2014
4830,Theft from Motor Vehicle,10900 165B ST     ,3,2014
4831,Break and Enter - Business,13000 76TH AVE     ,3,2014
4832,Shoplifting,10100 KING GEORGE BLVD    ,3,2014
4833,Theft from Motor Vehicle,13300 15B AVE     ,3,2014
4834,Theft of Motor Vehicle,13400 78A AVE     ,3,2014
4835,Theft from Motor Vehicle,6100 150TH ST     ,3,2014
4836,Theft of Motor Vehicle,1700 SOUTHMERE CRES     ,3,2014
4837,Break and Enter - Business,11100 128TH ST     ,3,2014
4838,Theft from Motor Vehicle,7300 143RD ST     ,3,2014
4839,Theft from Motor Vehicle,18000 68TH AVE     ,3,2014
4840,Break and Enter - Business,9600 KING GEORGE BLVD    ,3,2014
4841,Shoplifting,1600 152ND ST     ,3,2014
4842,Theft of Motor Vehicle,12500 67TH AVE     ,3,2014
4843,Theft from Motor Vehicle,15300 17TH AVE     ,3,2014
4844,Theft from Motor Vehicle,7500 KING GEORGE BLVD    ,3,2014
4845,Theft from Motor Vehicle,6100 NORTHPARK PL     ,3,2014
4846,Theft from Motor Vehicle,1400 129TH ST     ,3,2014
4847,Theft from Motor Vehicle,19500 LANGLEY BPS     ,3,2014
4848,Theft of Motor Vehicle,8300 152ND ST     ,3,2014
4849,Shoplifting,8800 152ND ST     ,3,2014
4850,Theft from Motor Vehicle,14500 75TH AVE     ,3,2014
4851,Theft from Motor Vehicle,18100 58TH AVE     ,3,2014
4852,Theft from Motor Vehicle,10600 138A ST     ,3,2014
4853,Theft from Motor Vehicle,15100 36TH AVE     ,3,2014
4854,Theft from Motor Vehicle,16400 93B AVE     ,3,2014
4855,Break and Enter - Business,8000 120TH ST     ,3,2014
4856,Theft from Motor Vehicle,19400 COLEBROOK RD     ,3,2014
4857,Theft of Motor Vehicle,9300 122ND ST     ,3,2014
4858,Theft from Motor Vehicle,12100 57TH AVE     ,3,2014
4859,Shoplifting,7100 138TH ST     ,3,2014
4860,Break and Enter - Residence,8400 166A ST     ,3,2014
4861,Theft of Motor Vehicle,2000 151A ST     ,3,2014
4862,Theft from Motor Vehicle,13200 99A AVE     ,3,2014
4863,Theft from Motor Vehicle,12900 87A AVE     ,3,2014
4864,Theft from Motor Vehicle,13100 100A AVE     ,3,2014
4865,Theft of Motor Vehicle,8800 141A ST     ,3,2014
4866,Shoplifting,14700 108TH AVE     ,3,2014
4867,Fatal/Injury Collision,10200 KING GEORGE BLVD    ,3,2014
4868,Theft from Motor Vehicle,14300 CURRIE DR     ,3,2014
4869,Theft from Motor Vehicle,12300 NORTHPARK CRES     ,3,2014
4870,Theft of Motor Vehicle,15000 95TH AVE     ,3,2014
4871,Break and Enter - Residence,8200 157A ST     ,3,2014
4872,Shoplifting,10300 152ND ST     ,3,2014
4873,Theft of Motor Vehicle,15800 84TH AVE     ,3,2014
4874,Shoplifting,16600 FRASER HWY     ,3,2014
4875,Break and Enter - Residence,14500 28TH AVE     ,3,2014
4876,Theft from Motor Vehicle,7600 124TH ST     ,3,2014
4877,Fatal/Injury Collision,14300 67A AVE     ,3,2014
4878,Break and Enter - Business,9600 188TH ST     ,3,2014
4879,Break and Enter - Business,13700 74TH AVE     ,3,2014
4880,Theft from Motor Vehicle,13700 74TH AVE     ,3,2014
4881,Break and Enter - Residence,16100 16A AVE     ,3,2014
4882,Theft from Motor Vehicle,16100 16A AVE     ,3,2014
4883,Shoplifting,8000 KING GEORGE BLVD    ,3,2014
4884,Theft of Motor Vehicle,8400 170TH ST     ,3,2014
4885,Theft from Motor Vehicle,13000 61ST AVE     ,3,2014
4886,Theft from Motor Vehicle,13400 WATERFORD PL     ,3,2014
4887,Break and Enter - Residence,5900 KILDARE PL     ,3,2014
4888,Break and Enter - Business,8300 128TH ST     ,3,2014
4889,Theft from Motor Vehicle,13200 OLD YALE RD    ,3,2014
4890,Theft from Motor Vehicle,15800 26TH AVE     ,3,2014
4891,Theft from Motor Vehicle,17100 3RD AVE     ,3,2014
4892,Theft from Motor Vehicle,17400 57TH AVE     ,3,2014
4893,Fatal/Injury Collision,8100 164TH ST     ,3,2014
4894,Theft from Motor Vehicle,12600 72ND AVE     ,3,2014
4895,Theft from Motor Vehicle,15800 98TH AVE     ,3,2014
4896,Break and Enter - Residence,16300 96TH AVE     ,3,2014
4897,Fatal/Injury Collision,15800 88TH AVE     ,3,2014
4898,Theft of Motor Vehicle,9800 156A ST     ,3,2014
4899,Theft from Motor Vehicle,14400 16A AVE     ,3,2014
4900,Break and Enter - Business,6300 KING GEORGE BLVD    ,3,2014
4901,Theft from Motor Vehicle,13600 BENTLEY RD     ,3,2014
4902,Shoplifting,10100 KING GEORGE BLVD    ,3,2014
4903,Shoplifting,10300 KING GEORGE BLVD    ,3,2014
4904,Theft from Motor Vehicle,8200 171A ST     ,3,2014
4905,Theft from Motor Vehicle,10700 UNIVERSITY DR     ,3,2014
4906,Theft from Motor Vehicle,8900 URSUS CRES     ,3,2014
4907,Theft from Motor Vehicle,13800 LAUREL DR     ,3,2014
4908,Theft from Motor Vehicle,14300 86TH AVE     ,3,2014
4909,Theft from Motor Vehicle,6300 133B ST     ,3,2014
4910,Theft from Motor Vehicle,17200 60TH AVE     ,3,2014
4911,Theft from Motor Vehicle,8100 121A ST     ,3,2014
4912,Theft from Motor Vehicle,10200 CITY PKWY     ,3,2014
4913,Break and Enter - Residence,13500 59TH AVE     ,3,2014
4914,Theft from Motor Vehicle,7800 KING GEORGE BLVD    ,3,2014
4915,Theft of Motor Vehicle,13700 64A AVE     ,3,2014
4916,Theft from Motor Vehicle,6100 175A ST     ,3,2014
4917,Break and Enter - Residence,6700 131A ST     ,3,2014
4918,Break and Enter - Residence,6700 124A ST     ,3,2014
4919,Theft from Motor Vehicle,2900 156TH ST     ,3,2014
4920,Break and Enter - Residence,14200 62A AVE     ,3,2014
4921,Shoplifting,15000 32ND AVE     ,3,2014
4922,Break and Enter - Business,17900 ROAN PL     ,3,2014
4923,Break and Enter - Residence,10200 152ND ST     ,3,2014
4924,Theft from Motor Vehicle,15100 27B AVE     ,3,2014
4925,Theft of Motor Vehicle,12000 82ND AVE     ,3,2014
4926,Theft of Motor Vehicle,9500 161ST ST     ,3,2014
4927,Theft from Motor Vehicle,9800 123A ST     ,3,2014
4928,Theft of Motor Vehicle,15600 93RD AVE     ,3,2014
4929,Theft from Motor Vehicle,16600 83RD AVE     ,3,2014
4930,Shoplifting,10300 KING GEORGE BLVD    ,3,2014
4931,Theft of Motor Vehicle,12700 76A AVE     ,3,2014
4932,Theft from Motor Vehicle,5700 136B ST     ,3,2014
4933,Theft from Motor Vehicle,5900 149A ST     ,3,2014
4934,Theft from Motor Vehicle,9800 LYNCEAN DR     ,3,2014
4935,Fatal/Injury Collision,10100 WHALLEY BLVD     ,3,2014
4936,Theft from Motor Vehicle,3500 ROSEMARY HEIGHTS DR    ,3,2014
4937,Break and Enter - Residence,13200 KING GEORGE BLVD    ,3,2014
4938,Theft from Motor Vehicle,7200 147A ST     ,3,2014
4939,Break and Enter - Residence,2800 152ND ST     ,3,2014
4940,Shoplifting,10300 152ND ST     ,3,2014
4941,Break and Enter - Residence,6900 192ND ST     ,3,2014
4942,Theft from Motor Vehicle,6400 123RD ST     ,3,2014
4943,Theft from Motor Vehicle,14200 56TH AVE     ,3,2014
4944,Theft from Motor Vehicle,12700 58TH AVE     ,3,2014
4945,Theft from Motor Vehicle,13000 76TH AVE     ,3,2014
4946,Fatal/Injury Collision,8000 120A ST     ,3,2014
4947,Theft from Motor Vehicle,9400 128TH ST     ,3,2014
4948,Theft from Motor Vehicle,15200 104TH AVE     ,3,2014
4949,Theft from Motor Vehicle,8600 128TH ST     ,3,2014
4950,Theft from Motor Vehicle,17400 0A AVE     ,3,2014
4951,Theft from Motor Vehicle,300 171ST ST     ,3,2014
4952,Theft of Motor Vehicle,12400 24A AVE     ,3,2014
4953,Theft from Motor Vehicle,2600 128TH ST     ,3,2014
4954,Theft from Motor Vehicle,5900 183A ST     ,3,2014
4955,Theft of Motor Vehicle,8900 162ND ST     ,3,2014
4956,Shoplifting,10300 152ND ST     ,3,2014
4957,Theft from Motor Vehicle,10300 152ND ST     ,3,2014
4958,Break and Enter - Residence,13200 68TH AVE     ,3,2014
4959,Theft from Motor Vehicle,2200 141ST ST     ,3,2014
4960,Break and Enter - Residence,13100 96TH AVE     ,3,2014
4961,Theft of Motor Vehicle,7300 130A ST     ,3,2014
4962,Theft from Motor Vehicle,12500 90TH AVE     ,3,2014
4963,Theft from Motor Vehicle,12800 CRESCENT RD     ,3,2014
4964,Shoplifting,14600 104TH AVE     ,3,2014
4965,Break and Enter - Residence,3000 138TH ST     ,3,2014
4966,Theft from Motor Vehicle,14900 101A AVE     ,3,2014
4967,Theft from Motor Vehicle,7000 194B ST     ,3,2014
4968,Theft from Motor Vehicle,14700 60A AVE     ,3,2014
4969,Theft from Motor Vehicle,14000 91A AVE     ,3,2014
4970,Break and Enter - Residence,11100 148TH ST     ,3,2014
4971,Theft from Motor Vehicle,13700 72ND AVE     ,3,2014
4972,Theft from Motor Vehicle,7300 147A ST     ,3,2014
4973,Theft from Motor Vehicle,13800 LAUREL DR     ,3,2014
4974,Break and Enter - Residence,15000 19A AVE     ,3,2014
4975,Theft of Motor Vehicle,15400 101A AVE     ,3,2014
4976,Break and Enter - Business,6200 144TH ST     ,3,2014
4977,Theft of Motor Vehicle,11300 141A ST     ,3,2014
4978,Theft from Motor Vehicle,12500 58B AVE     ,3,2014
4979,Shoplifting,14600 104TH AVE     ,3,2014
4980,Theft from Motor Vehicle,15300 17TH AVE     ,3,2014
4981,Theft from Motor Vehicle,9100 122ND ST     ,3,2014
4982,Theft from Motor Vehicle,13000 107TH AVE     ,3,2014
4983,Theft of Motor Vehicle,13400 71ST AVE     ,3,2014
4984,Theft of Motor Vehicle,16900 83RD AVE     ,3,2014
4985,Theft of Motor Vehicle,18800 67A AVE     ,3,2014
4986,Fatal/Injury Collision,12200 KING GEORGE BLVD    ,3,2014
4987,Theft from Motor Vehicle,15200 80A AVE     ,3,2014
4988,Break and Enter - Residence,7000 140TH ST     ,3,2014
4989,Theft from Motor Vehicle,7600 126A ST     ,3,2014
4990,Theft from Motor Vehicle,10000 KING GEORGE BLVD    ,3,2014
4991,Theft of Motor Vehicle,16200 111A AVE     ,3,2014
4992,Shoplifting,10700 KING GEORGE BLVD    ,3,2014
4993,Theft of Motor Vehicle,13300 105A AVE     ,3,2014
4994,Theft from Motor Vehicle,15200 28A AVE     ,3,2014
4995,Break and Enter - Residence,17200 26TH AVE     ,3,2014
4996,Theft from Motor Vehicle,18300 56A AVE     ,3,2014
4997,Theft from Motor Vehicle,18500 64B AVE     ,3,2014
4998,Theft from Motor Vehicle,15800 105A AVE     ,3,2014
4999,Fatal/Injury Collision,9700 120TH ST     ,3,2014
5000,Fatal/Injury Collision,9700 120TH ST     ,3,2014
5001,Theft of Motor Vehicle,15300 94TH AVE     ,3,2014
5002,Theft from Motor Vehicle,14600 79TH AVE     ,3,2014
5003,Theft from Motor Vehicle,12500 60TH AVE     ,3,2014
5004,Shoplifting,10100 KING GEORGE BLVD    ,3,2014
5005,Theft from Motor Vehicle,7700 145A ST     ,3,2014
5006,Theft from Motor Vehicle,16400 112TH AVE     ,3,2014
5007,Shoplifting,7400 KING GEORGE BLVD    ,3,2014
5008,Break and Enter - Residence,10200 148A ST     ,3,2014
5009,Theft from Motor Vehicle,15900 89A AVE     ,3,2014
5010,Break and Enter - Business,13400 HILTON RD     ,3,2014
5011,Theft from Motor Vehicle,14400 CHARTWELL DR     ,3,2014
5012,Shoplifting,1600 152ND ST     ,3,2014
5013,Theft from Motor Vehicle,12500 62B AVE     ,3,2014
5014,Theft from Motor Vehicle,13400 BOLIVAR CRES     ,3,2014
5015,Break and Enter - Residence,14400 29A AVE     ,3,2014
5016,Theft from Motor Vehicle,9300 153RD ST     ,3,2014
5017,Theft of Motor Vehicle,10500 140TH ST     ,3,2014
5018,Shoplifting,14600 104TH AVE     ,3,2014
5019,Theft from Motor Vehicle,14800 DELWOOD PL     ,3,2014
5020,Theft from Motor Vehicle,15500 104A AVE     ,3,2014
5021,Fatal/Injury Collision,7300 KING GEORGE BLVD    ,3,2014
5022,Theft of Motor Vehicle,8900 150A ST     ,3,2014
5023,Theft from Motor Vehicle,15800 84TH AVE     ,3,2014
5024,Shoplifting,8800 152ND ST     ,3,2014
5025,Theft from Motor Vehicle,17700 58A AVE     ,3,2014
5026,Theft from Motor Vehicle,15000 CANARY DR     ,3,2014
5027,Fatal/Injury Collision,5600 176TH ST     ,3,2014
5028,Fatal/Injury Collision,12100 72ND AVE     ,3,2014
5029,Theft from Motor Vehicle,17100 102A AVE     ,3,2014
5030,Theft from Motor Vehicle,5800 123A ST     ,3,2014
5031,Theft from Motor Vehicle,8400 165TH ST     ,3,2014
5032,Theft from Motor Vehicle,9600 148TH ST     ,3,2014
5033,Theft from Motor Vehicle,15200 34TH AVE     ,3,2014
5034,Theft of Motor Vehicle,16700 FRASER HWY     ,3,2014
5035,Fatal/Injury Collision,7200 144TH ST     ,3,2014
5036,Theft from Motor Vehicle,13400 92ND AVE     ,3,2014
5037,Fatal/Injury Collision,12000 76TH AVE     ,3,2014
5038,Break and Enter - Business,13500 76TH AVE     ,3,2014
5039,Theft of Motor Vehicle,15500 87A AVE     ,3,2014
5040,Shoplifting,10400 152ND ST     ,3,2014
5041,Theft of Motor Vehicle,14900 67TH AVE     ,3,2014
5042,Theft from Motor Vehicle,15200 80A AVE     ,3,2014
5043,Shoplifting,1000 GUILDFORD TOWN CTR    ,3,2014
5044,Theft from Motor Vehicle,14900 20A AVE     ,3,2014
5045,Theft from Motor Vehicle,14600 17TH AVE     ,3,2014
5046,Fatal/Injury Collision,10500 KING GEORGE BLVD    ,3,2014
5047,Theft of Motor Vehicle,11300 LOUGHREN DR     ,3,2014
5048,Theft from Motor Vehicle,6200 189TH ST     ,3,2014
5049,Theft from Motor Vehicle,15300 56TH AVE     ,3,2014
5050,Theft from Motor Vehicle,10500 132ND ST     ,3,2014
5051,Theft from Motor Vehicle,13700 88TH AVE     ,3,2014
5052,Break and Enter - Residence,15000 SOUTHMERE CLS     ,3,2014
5053,Theft from Motor Vehicle,15000 92ND AVE     ,3,2014
5054,Fatal/Injury Collision,10600 KING GEORGE BLVD    ,3,2014
5055,Break and Enter - Residence,8200 150A ST     ,3,2014
5056,Theft of Motor Vehicle,12500 110TH AVE     ,3,2014
5057,Theft from Motor Vehicle,9000 156A ST     ,3,2014
5058,Shoplifting,14600 104TH AVE     ,3,2014
5059,Theft from Motor Vehicle,7500 KING GEORGE BLVD    ,3,2014
5060,Theft from Motor Vehicle,10800 165TH ST     ,3,2014
5061,Theft from Motor Vehicle,17900 70TH AVE     ,3,2014
5062,Theft from Motor Vehicle,8700 154B ST     ,3,2014
5063,Theft from Motor Vehicle,19000 69A AVE     ,3,2014
5064,Theft from Motor Vehicle,3000 147TH ST     ,3,2014
5065,Shoplifting,9000 152ND ST     ,3,2014
5066,Theft from Motor Vehicle,12500 74A AVE     ,3,2014
5067,Theft from Motor Vehicle,6200 BOUNDARY DR W    ,3,2014
5068,Theft from Motor Vehicle,11000 143A ST     ,3,2014
5069,Fatal/Injury Collision,13200 CRESCENT RD     ,3,2014
5070,Shoplifting,14600 104TH AVE     ,3,2014
5071,Shoplifting,1000 GUILDFORD TOWN CTR    ,3,2014
5072,Break and Enter - Residence,2100 129TH ST     ,3,2014
5073,Break and Enter - Business,2900 KING GEORGE BLVD    ,3,2014
5074,Theft from Motor Vehicle,11000 131A ST     ,3,2014
5075,Theft from Motor Vehicle,19500 66TH AVE     ,3,2014
5076,Theft from Motor Vehicle,1700 152ND ST     ,3,2014
5077,Theft from Motor Vehicle,6900 192ND ST     ,3,2014
5078,Fatal/Injury Collision,7400 KING GEORGE BLVD    ,3,2014
5079,Theft from Motor Vehicle,14500 75TH AVE     ,3,2014
5080,Theft from Motor Vehicle,17300 0B AVE     ,3,2014
5081,Shoplifting,10100 KING GEORGE BLVD    ,3,2014
5082,Theft from Motor Vehicle,13800 18TH AVE     ,3,2014
5083,Break and Enter - Residence,14300 90A AVE     ,3,2014
5084,Theft from Motor Vehicle,6800 124TH ST     ,3,2014
5085,Theft from Motor Vehicle,14300 72ND AVE     ,3,2014
5086,Break and Enter - Business,2300 KING GEORGE BLVD    ,3,2014
5087,Theft from Motor Vehicle,8700 140TH ST     ,3,2014
5088,Theft from Motor Vehicle,13700 CRESCENT RD     ,3,2014
5089,Theft of Motor Vehicle,15000 88A AVE     ,3,2014
5090,Theft of Motor Vehicle,5800 ABERDEEN ST     ,3,2014
5091,Fatal/Injury Collision,7300 140TH ST     ,3,2014
5092,Theft from Motor Vehicle,2700 MCBRIDE AVE     ,3,2014
5093,Theft from Motor Vehicle,14900 62ND AVE     ,3,2014
5094,Theft of Motor Vehicle,13800 102ND AVE     ,3,2014
5095,Theft from Motor Vehicle,17700 57A AVE     ,3,2014
5096,Theft from Motor Vehicle,16500 GLENWOOD CRES N    ,3,2014
5097,Break and Enter - Residence,13600 BENTLEY RD     ,3,2014
